alert_id,rise_days,flux_g,flux_r,color_g_minus_r,class,class_probability,gw_overlap
SIM04754,24.505876,4.12463077,3.64658120,-0.133748,SN Ia,0.9100,0.862514
SIM04755,30.888419,1.65729691,1.81959342,0.101435,SN II,0.5800,0.387433
SIM04756,16.226385,3.18290678,3.49569566,0.101774,SN Ia,0.9100,0.155778
SIM04757,36.764008,1.46916723,1.16997455,-0.247237,SN II,0.5800,0.307242
SIM04758,1.301303,0.03167754,0.02362012,-0.318674,kilonova,0.7200,0.740710
SIM04759,35.259954,1.19394002,1.35853616,0.140222,SN II,0.5800,0.497624
SIM04760,22.345196,1.82516363,1.33400279,-0.340363,SN II,0.5800,0.957446
SIM04761,17.077054,2.28776529,1.78151216,-0.271557,SN II,0.5800,0.856996
SIM04762,12.056133,2.26576252,2.27564409,0.004725,SN Ia,0.9100,0.281130
SIM04763,38.560960,5.09173421,6.26911004,0.225850,AGN flare,0.6700,0.312960
SIM04764,35.422747,6.33102969,6.06546796,-0.046525,AGN flare,0.6700,0.447467
SIM04765,12.091237,1.05782280,1.29666541,0.221038,SN Ia,0.9100,0.217855
SIM04766,2.714604,0.07299324,0.08144861,0.119003,kilonova,0.7200,0.892865
SIM04767,41.854533,4.20247240,5.53620745,0.299269,AGN flare,0.6700,0.290361
SIM04768,25.644056,3.21396004,3.70632219,0.154757,SN II,0.5800,0.893736
SIM04769,5.033336,0.14881844,0.20435242,0.344308,SN II,0.5800,0.786293
SIM04770,8.491624,0.44226630,0.52128864,0.178486,SN II,0.5800,0.090822
SIM04771,8.620681,0.98198445,0.92439902,-0.065613,SN II,0.5800,0.186138
SIM04772,16.794809,1.47317894,1.75339962,0.189064,SN Ia,0.9100,0.503589
SIM04773,31.814704,5.23560799,3.86416312,-0.329779,AGN flare,0.6700,0.867847
SIM04774,36.288315,2.12335435,1.62495521,-0.290453,SN II,0.5800,0.843473
SIM04775,41.908881,3.95668608,3.04158680,-0.285578,SN II,0.5800,0.964287
SIM04776,34.704290,0.85660374,1.13222170,0.302879,SN II,0.5800,0.319232
SIM04777,17.553118,0.60344980,0.57009885,-0.061727,SN Ia,0.9100,0.946655
SIM04778,33.323592,2.52491607,3.26525074,0.279174,SN II,0.5800,0.203803
SIM04779,16.389266,3.30877982,3.95824884,0.194588,SN Ia,0.9100,0.267721
SIM04780,22.122691,2.55614484,2.24728192,-0.139820,SN Ia,0.9100,0.791222
SIM04781,6.360515,0.44147454,0.34765936,-0.259379,SN II,0.5800,0.633967
SIM04782,40.689663,3.59168200,3.33452271,-0.080660,SN II,0.5800,0.259830
SIM04783,8.444782,1.35777502,1.16519777,-0.166070,SN II,0.5800,0.642151
SIM04784,26.890040,1.76055079,2.06659627,0.174018,SN II,0.5800,0.082844
SIM04785,12.478990,2.03056915,2.35125373,0.159204,SN Ia,0.9100,0.532839
SIM04786,25.009349,1.85884634,1.87067856,0.006889,SN II,0.5800,0.657798
SIM04787,26.928964,2.19658844,1.54111480,-0.384784,SN II,0.5800,0.302032
SIM04788,3.494886,0.13473880,0.11758834,-0.147821,SN II,0.5800,0.581999
SIM04789,28.843759,0.56475339,0.62224588,0.105258,SN II,0.5800,0.229490
SIM04790,27.393523,1.57091595,2.16921141,0.350372,SN II,0.5800,0.141212
SIM04791,29.855628,3.98743813,4.66831701,0.171166,SN II,0.5800,0.695912
SIM04792,21.828409,0.92667145,1.07175598,0.157925,SN Ia,0.9100,0.231430
SIM04793,22.822758,4.40400788,3.73228429,-0.179683,SN Ia,0.9100,0.943315
SIM04794,29.971472,6.22026721,4.60256831,-0.327022,SN II,0.5800,0.932677
SIM04795,7.072704,0.60718491,0.52378494,-0.160420,SN II,0.5800,0.938473
SIM04796,25.751779,6.27245265,4.93535935,-0.260297,SN II,0.5800,0.550029
SIM04797,31.977078,1.90994035,2.53347763,0.306743,SN II,0.5800,0.199956
SIM04798,38.559117,2.47753000,2.05222907,-0.204483,SN II,0.5800,0.339418
SIM04799,12.167544,1.96782318,1.44344705,-0.336463,SN II,0.5800,0.900199
SIM04800,30.620721,3.60187935,2.55561465,-0.372584,SN II,0.5800,0.070217
SIM04801,9.968541,1.94168216,2.07323239,0.071175,SN II,0.5800,0.157875
SIM04802,43.630752,2.96046285,2.89114137,-0.025726,SN II,0.5800,0.006459
SIM04803,21.165063,3.34198949,3.34572005,0.001211,SN Ia,0.9100,0.038969
SIM04804,41.115303,7.01233462,8.75804944,0.241362,AGN flare,0.6700,0.734263
SIM04805,21.252453,1.84967692,1.39055132,-0.309772,SN II,0.5800,0.820661
SIM04806,13.291529,1.27662628,1.49050068,0.168171,SN Ia,0.9100,0.696890
SIM04807,40.770240,4.38122062,5.80772064,0.306026,AGN flare,0.6700,0.648605
SIM04808,43.452296,1.56272436,1.63223676,0.047252,SN II,0.5800,0.904950
SIM04809,32.499577,3.52653268,2.65018848,-0.310178,SN II,0.5800,0.962358
SIM04810,11.571598,0.91734826,0.65120785,-0.372037,SN II,0.5800,0.037169
SIM04811,24.230367,1.15915075,0.91698802,-0.254441,SN II,0.5800,0.748746
SIM04812,2.976459,0.13175589,0.14254812,0.085479,kilonova,0.7200,0.693381
SIM04813,14.182097,1.63806915,1.71150562,0.047615,SN Ia,0.9100,0.536372
SIM04814,17.832585,3.46255610,3.75136066,0.086980,SN Ia,0.9100,0.111835
SIM04815,7.338012,0.67047292,0.75306513,0.126128,SN II,0.5800,0.113578
SIM04816,36.234570,4.12401867,3.72736660,-0.109796,AGN flare,0.6700,0.207513
SIM04817,28.418229,0.79051608,1.09382616,0.352594,SN II,0.5800,0.476040
SIM04818,36.090541,4.57881724,5.69885292,0.237585,AGN flare,0.6700,0.067755
SIM04819,22.363613,6.01559422,7.58629877,0.251879,SN Ia,0.9100,0.609340
SIM04820,29.931248,4.11727884,4.54680532,0.107740,SN II,0.5800,0.102294
SIM04821,22.795238,0.92290956,0.66322125,-0.358752,SN II,0.5800,0.509678
SIM04822,5.076014,0.21888756,0.29824582,0.335883,SN II,0.5800,0.971926
SIM04823,6.771040,0.78091472,0.94489760,0.206953,SN II,0.5800,0.487694
SIM04824,12.838781,1.67298707,2.02191611,0.205676,SN Ia,0.9100,0.858106
SIM04825,13.783346,4.42727764,3.10515721,-0.385133,SN II,0.5800,0.467065
SIM04826,8.972167,0.45767145,0.61829324,0.326602,SN II,0.5800,0.970802
SIM04827,10.245308,0.63113902,0.76975430,0.215568,SN II,0.5800,0.303674
SIM04828,30.035105,2.75395994,2.80160897,0.018625,SN II,0.5800,0.938032
SIM04829,8.151262,0.72968323,0.55128770,-0.304390,SN II,0.5800,0.992452
SIM04830,12.282432,2.64170445,1.85008686,-0.386730,SN II,0.5800,0.765017
SIM04831,26.087544,6.47890973,5.27059907,-0.224105,SN II,0.5800,0.034500
SIM04832,38.650909,3.01044046,2.57457395,-0.169812,SN II,0.5800,0.617645
SIM04833,24.267980,3.51919729,4.76223151,0.328417,SN Ia,0.9100,0.210905
SIM04834,37.715090,3.47009348,4.20365606,0.208215,AGN flare,0.6700,0.206186
SIM04835,36.150412,6.56688825,6.63513068,0.011225,AGN flare,0.6700,0.207976
SIM04836,10.342720,1.03387418,0.87312563,-0.183477,SN II,0.5800,0.710799
SIM04837,8.092396,0.63062513,0.47312865,-0.311980,SN II,0.5800,0.217065
SIM04838,13.318576,1.94934364,2.21845826,0.140407,SN Ia,0.9100,0.371494
SIM04839,14.075469,1.28195760,1.21419157,-0.058966,SN Ia,0.9100,0.037739
SIM04840,30.299112,3.63598998,4.34224163,0.192728,AGN flare,0.6700,0.769378
SIM04841,21.062658,3.32101404,2.35391945,-0.373698,SN II,0.5800,0.903023
SIM04842,6.751887,0.62974389,0.69802831,0.111773,SN II,0.5800,0.258862
SIM04843,17.513886,3.24725220,3.96464389,0.216720,SN Ia,0.9100,0.702873
SIM04844,35.621452,4.49551198,5.86409563,0.288555,AGN flare,0.6700,0.606526
SIM04845,17.347168,3.04848923,3.59822810,0.180010,SN Ia,0.9100,0.149055
SIM04846,35.684258,1.72582265,1.81663722,0.055680,SN II,0.5800,0.806537
SIM04847,34.747671,4.48615173,5.41808375,0.204929,AGN flare,0.6700,0.302602
SIM04848,24.364706,5.75512912,6.15173564,0.072356,SN Ia,0.9100,0.236560
SIM04849,40.922643,3.33955590,3.20713722,-0.043928,SN II,0.5800,0.728306
SIM04850,42.710986,1.47230911,1.41006778,-0.046898,SN II,0.5800,0.078692
SIM04851,36.755315,1.51946126,1.83149731,0.202792,SN II,0.5800,0.416370
SIM04852,29.798994,0.77402895,0.81879347,0.061043,SN II,0.5800,0.847495
SIM04853,17.091662,2.92667870,2.94717247,0.007576,SN Ia,0.9100,0.710238
SIM04854,10.729187,2.30841169,2.83417361,0.222783,SN II,0.5800,0.662908
SIM04855,42.923751,4.54666877,3.35828420,-0.328940,AGN flare,0.6700,0.632003
SIM04856,30.199778,2.59303214,3.28238699,0.255955,SN II,0.5800,0.152740
SIM04857,36.056168,3.74732747,2.66456014,-0.370240,SN II,0.5800,0.026738
SIM04858,24.549612,2.02379051,2.81529314,0.358395,SN Ia,0.9100,0.734519
SIM04859,41.347998,2.83584572,2.14687739,-0.302188,SN II,0.5800,0.979704
SIM04860,43.420288,2.90355460,3.89891695,0.320035,SN II,0.5800,0.306679
SIM04861,18.034383,3.74712036,2.79912944,-0.316687,SN II,0.5800,0.587925
SIM04862,24.202733,1.72790459,1.74957790,0.013534,SN Ia,0.9100,0.587827
SIM04863,6.439926,0.66345800,0.63340864,-0.050324,SN II,0.5800,0.328795
SIM04864,29.375045,2.54677829,2.58731903,0.017147,SN II,0.5800,0.056329
SIM04865,12.278733,0.37640460,0.32481128,-0.160060,SN Ia,0.9100,0.173829
SIM04866,26.343458,1.98208511,2.40860339,0.211607,SN II,0.5800,0.012210
SIM04867,11.779662,0.62123479,0.48115600,-0.277425,SN II,0.5800,0.347299
SIM04868,35.041752,0.70293415,0.74602022,0.064590,SN II,0.5800,0.194331
SIM04869,22.438959,2.07570524,1.99877024,-0.041007,SN Ia,0.9100,0.683755
SIM04870,1.239980,0.01521102,0.01163939,-0.290570,kilonova,0.7200,0.452250
SIM04871,43.706156,1.25590985,1.38384065,0.105319,SN II,0.5800,0.314104
SIM04872,24.337264,1.97766960,2.01119605,0.018252,SN Ia,0.9100,0.945072
SIM04873,38.373153,1.00370949,0.78711610,-0.263923,SN II,0.5800,0.785201
SIM04874,15.434496,0.64671329,0.61594316,-0.052928,SN Ia,0.9100,0.617051
SIM04875,43.781950,3.35885608,4.64348689,0.351632,AGN flare,0.6700,0.400491
SIM04876,8.799485,0.28220602,0.24038819,-0.174133,SN II,0.5800,0.588339
SIM04877,15.354627,2.89738768,3.23494896,0.119652,SN Ia,0.9100,0.664704
SIM04878,18.959971,1.50419797,1.53243374,0.020192,SN Ia,0.9100,0.457037
SIM04879,20.982983,4.31866446,3.19066382,-0.328671,SN II,0.5800,0.503585
SIM04880,36.186781,3.88991512,5.21842196,0.318998,AGN flare,0.6700,0.331471
SIM04881,36.884211,3.21521178,3.68297501,0.147473,SN II,0.5800,0.504814
SIM04882,32.623942,3.09296934,4.28964007,0.355113,AGN flare,0.6700,0.023989
SIM04883,1.813547,0.03031665,0.02810440,-0.082267,kilonova,0.7200,0.510152
SIM04884,24.487486,1.25542978,1.63863422,0.289224,SN Ia,0.9100,0.692518
SIM04885,37.642569,7.20458673,7.55638839,0.051763,AGN flare,0.6700,0.057140
SIM04886,40.896508,3.05997772,2.47144925,-0.231916,SN II,0.5800,0.390242
SIM04887,30.636804,1.69117500,1.61603904,-0.049342,SN II,0.5800,0.437280
SIM04888,42.596796,6.53473191,4.58887392,-0.383804,AGN flare,0.6700,0.942799
SIM04889,31.892103,1.46501286,1.96446901,0.318509,SN II,0.5800,0.411429
SIM04890,25.777065,3.82423940,3.55633681,-0.078855,SN II,0.5800,0.174572
SIM04891,34.545629,5.22575855,5.98118931,0.146596,AGN flare,0.6700,0.341647
SIM04892,37.031167,3.57275174,3.32063387,-0.079455,SN II,0.5800,0.363640
SIM04893,1.179780,0.03240578,0.03161346,-0.026876,kilonova,0.7200,0.217454
SIM04894,7.426008,0.39890049,0.44167567,0.110597,SN II,0.5800,0.526618
SIM04895,36.203946,2.92697721,2.65696170,-0.105085,SN II,0.5800,0.480503
SIM04896,1.805978,0.09238856,0.10137601,0.100792,kilonova,0.7200,0.714975
SIM04897,42.894154,3.66910182,3.02415876,-0.209888,SN II,0.5800,0.614145
SIM04898,29.335642,2.21765392,1.72928273,-0.270069,SN II,0.5800,0.144586
SIM04899,12.149153,2.82467579,3.19984740,0.135402,SN Ia,0.9100,0.058156
SIM04900,20.064707,1.65721985,1.88843017,0.141802,SN Ia,0.9100,0.482566
SIM04901,29.167706,3.19840875,2.52815529,-0.255326,SN II,0.5800,0.090756
SIM04902,5.230859,0.47925615,0.66590138,0.357106,SN II,0.5800,0.227893
SIM04903,13.294978,3.71749864,5.01821767,0.325747,SN Ia,0.9100,0.486590
SIM04904,15.877457,2.35293902,2.04801031,-0.150696,SN Ia,0.9100,0.126261
SIM04905,12.676164,0.69243389,0.96823290,0.364004,SN Ia,0.9100,0.540116
SIM04906,16.090584,1.99608526,1.72133267,-0.160786,SN Ia,0.9100,0.666571
SIM04907,44.390877,0.85480055,1.12926981,0.302332,SN II,0.5800,0.852390
SIM04908,21.194566,1.02481536,1.08542697,0.062387,SN Ia,0.9100,0.160974
SIM04909,16.628242,1.84622522,2.22381448,0.202035,SN Ia,0.9100,0.732601
SIM04910,24.301193,4.18769651,3.97194654,-0.057430,SN Ia,0.9100,0.737219
SIM04911,41.903031,1.54885651,1.79675475,0.161194,SN II,0.5800,0.714346
SIM04912,2.110506,0.09152029,0.09040552,-0.013306,kilonova,0.7200,0.319276
SIM04913,34.057003,2.36061925,2.59181340,0.101444,SN II,0.5800,0.102418
SIM04914,17.593160,2.24329527,1.96302922,-0.144899,SN Ia,0.9100,0.532782
SIM04915,19.147821,6.06128845,7.21298165,0.188875,SN Ia,0.9100,0.668612
SIM04916,18.490446,2.34254073,2.11226987,-0.112344,SN Ia,0.9100,0.154322
SIM04917,37.821395,3.65806356,4.17249758,0.142862,AGN flare,0.6700,0.160381
SIM04918,26.893329,3.50200542,4.79324628,0.340782,SN II,0.5800,0.514227
SIM04919,22.525913,1.02116143,1.08355361,0.064390,SN Ia,0.9100,0.926698
SIM04920,23.856545,3.38728190,4.43873559,0.293520,SN Ia,0.9100,0.708497
SIM04921,24.201741,0.96297872,1.24021328,0.274699,SN Ia,0.9100,0.637683
SIM04922,23.125172,4.49780210,3.70417209,-0.210773,SN II,0.5800,0.504732
SIM04923,34.401116,5.68426174,7.19994541,0.256638,AGN flare,0.6700,0.609578
SIM04924,36.967493,6.43115390,6.28234882,-0.025417,AGN flare,0.6700,0.936072
SIM04925,22.513803,4.51463466,4.63640467,0.028897,SN Ia,0.9100,0.432443
SIM04926,18.484075,2.46750979,1.96462088,-0.247450,SN II,0.5800,0.579490
SIM04927,9.360444,0.71974053,0.75476518,0.051590,SN II,0.5800,0.129690
SIM04928,7.562386,1.08230199,1.27887237,0.181197,SN II,0.5800,0.325744
SIM04929,27.031160,2.33451039,2.13258931,-0.098221,SN II,0.5800,0.160719
SIM04930,42.501853,1.58264992,1.33930273,-0.181265,SN II,0.5800,0.934305
SIM04931,43.264645,3.50503519,3.71900919,0.064337,SN II,0.5800,0.612764
SIM04932,38.108696,3.58156167,4.00669353,0.121784,AGN flare,0.6700,0.391817
SIM04933,36.421004,5.34445270,4.60917806,-0.160699,AGN flare,0.6700,0.476842
SIM04934,36.856406,4.90846543,5.76827718,0.175251,AGN flare,0.6700,0.151351
SIM04935,37.415643,2.44925022,2.39400804,-0.024769,SN II,0.5800,0.471026
SIM04936,12.041008,1.01539149,1.33317867,0.295637,SN Ia,0.9100,0.517935
SIM04937,13.906041,0.78435109,1.02311677,0.288537,SN Ia,0.9100,0.267198
SIM04938,20.934971,6.89166820,8.79194121,0.264401,SN Ia,0.9100,0.767240
SIM04939,36.927080,3.11225771,4.13469175,0.308419,AGN flare,0.6700,0.769562
SIM04940,7.448047,0.40671200,0.34331505,-0.183985,SN II,0.5800,0.053441
SIM04941,5.785012,0.61070274,0.43753947,-0.362032,SN II,0.5800,0.752912
SIM04942,10.495914,1.42723162,1.61443020,0.133812,SN II,0.5800,0.910231
SIM04943,27.001782,1.25704211,1.43496812,0.143731,SN II,0.5800,0.928116
SIM04944,15.135357,1.77983157,2.13787784,0.199010,SN Ia,0.9100,0.529028
SIM04945,35.433075,2.12902216,1.71506162,-0.234751,SN II,0.5800,0.575326
SIM04946,2.662343,0.03269874,0.04085272,0.241725,SN II,0.5800,0.351597
SIM04947,20.633744,0.81936801,1.10985232,0.329465,SN Ia,0.9100,0.188434
SIM04948,32.285363,3.25875757,3.76670399,0.157274,SN II,0.5800,0.523195
SIM04949,43.516681,1.39092533,1.46396426,0.055567,SN II,0.5800,0.710205
SIM04950,10.489262,1.53319477,1.27467960,-0.200491,SN II,0.5800,0.034290
SIM04951,7.736359,0.70516228,0.96752952,0.343438,SN II,0.5800,0.039113
SIM04952,23.327215,1.08158774,0.92655347,-0.167978,SN Ia,0.9100,0.565563
SIM04953,23.959774,3.22583416,3.72189791,0.155306,SN Ia,0.9100,0.699688
SIM04954,27.109283,3.16582979,2.62098249,-0.205059,SN II,0.5800,0.135700
SIM04955,1.931873,0.04967855,0.05175232,0.044402,kilonova,0.7200,0.575744
SIM04956,11.529173,1.45212885,1.91789037,0.302047,SN II,0.5800,0.730676
SIM04957,27.068612,1.80624520,2.14370173,0.185969,SN II,0.5800,0.056865
SIM04958,1.934626,0.08275260,0.05886326,-0.369843,kilonova,0.7200,0.256789
SIM04959,20.083317,1.60984193,1.64726484,0.024950,SN Ia,0.9100,0.394572
SIM04960,15.667476,1.01150768,1.13301995,0.123171,SN Ia,0.9100,0.457411
SIM04961,33.186180,5.61367704,6.04204914,0.079842,AGN flare,0.6700,0.650219
SIM04962,38.123587,4.35653080,3.24751798,-0.318973,AGN flare,0.6700,0.421522
SIM04963,7.321179,0.20492911,0.16327360,-0.246719,SN II,0.5800,0.596734
SIM04964,27.040383,4.28207532,3.09805829,-0.351412,SN II,0.5800,0.775015
SIM04965,21.699686,3.59426760,3.00285725,-0.195189,SN Ia,0.9100,0.067908
SIM04966,39.239056,7.31368644,5.35001681,-0.339453,AGN flare,0.6700,0.265339
SIM04967,27.867309,4.90905632,5.60578484,0.144096,SN II,0.5800,0.777267
SIM04968,41.596762,3.50777253,3.68354869,0.053087,SN II,0.5800,0.451293
SIM04969,29.736484,0.91308671,1.24508271,0.336715,SN II,0.5800,0.497973
SIM04970,37.481715,2.78718450,3.63911738,0.289576,SN II,0.5800,0.381401
SIM04971,22.315810,2.63367890,3.45172158,0.293682,SN Ia,0.9100,0.224508
SIM04972,23.584110,2.20612796,1.66303003,-0.306827,SN II,0.5800,0.754892
SIM04973,34.237935,1.59741774,1.69372356,0.063560,SN II,0.5800,0.681111
SIM04974,8.783891,1.72854012,1.37857794,-0.245620,SN II,0.5800,0.994165
SIM04975,24.164208,5.03484070,5.08185820,0.010092,SN Ia,0.9100,0.473958
SIM04976,2.438791,0.14016341,0.10547292,-0.308734,kilonova,0.7200,0.623226
SIM04977,33.568708,3.00318746,3.54806410,0.181023,SN II,0.5800,0.329575
SIM04978,24.841635,5.80326526,7.44884729,0.271042,SN Ia,0.9100,0.290741
SIM04979,24.798604,6.38325727,5.26000903,-0.210140,SN II,0.5800,0.136850
SIM04980,42.083025,0.74204248,0.53680153,-0.351538,SN II,0.5800,0.616440
SIM04981,2.536004,0.09967786,0.08737570,-0.143020,kilonova,0.7200,0.444248
SIM04982,15.940397,1.25491774,1.25333492,-0.001370,SN Ia,0.9100,0.051179
SIM04983,43.404447,6.95368030,7.05252007,0.015324,AGN flare,0.6700,0.939532
SIM04984,34.422847,1.84277743,1.93976533,0.055691,SN II,0.5800,0.147073
SIM04985,28.144816,2.09245035,2.33505824,0.119106,SN II,0.5800,0.754470
SIM04986,39.675833,5.64265105,4.37306147,-0.276744,AGN flare,0.6700,0.667519
SIM04987,29.158547,1.74660912,1.67167579,-0.047609,SN II,0.5800,0.093550
SIM04988,29.708225,5.43610802,4.83204819,-0.127892,SN II,0.5800,0.326177
SIM04989,8.171281,1.14852460,1.43593666,0.242487,SN II,0.5800,0.023239
SIM04990,39.594458,4.58578996,4.00031042,-0.148301,AGN flare,0.6700,0.586219
SIM04991,44.278434,1.97543262,2.72750745,0.350259,SN II,0.5800,0.744813
SIM04992,1.741294,0.02235681,0.02017847,-0.111304,kilonova,0.7200,0.259072
SIM04993,25.291333,4.66668843,5.91699265,0.257731,SN II,0.5800,0.176567
SIM04994,10.219817,0.66611626,0.90857357,0.337025,SN II,0.5800,0.189375
SIM04995,14.995457,1.26849013,1.65002453,0.285508,SN Ia,0.9100,0.234131
SIM04996,32.441297,2.91875178,2.84353145,-0.028348,SN II,0.5800,0.462681
SIM04997,18.922004,2.09820816,2.24194864,0.071943,SN Ia,0.9100,0.566799
SIM04998,6.121263,0.61168972,0.59934736,-0.022131,SN II,0.5800,0.599350
SIM04999,1.080057,0.00940326,0.00895450,-0.053093,kilonova,0.7200,0.941923
SIM05000,21.754174,2.82711246,2.85667798,0.011296,SN Ia,0.9100,0.418621
SIM05001,11.381320,0.55510690,0.58759425,0.061752,SN II,0.5800,0.418617
SIM05002,22.849286,2.92712259,2.66553113,-0.101643,SN Ia,0.9100,0.174192
SIM05003,24.121449,1.07027675,1.17781584,0.103953,SN Ia,0.9100,0.446962
SIM05004,18.004416,2.18618516,2.98936223,0.339729,SN Ia,0.9100,0.139850
SIM05005,35.744149,3.13371022,4.00407853,0.266109,AGN flare,0.6700,0.715662
SIM05006,22.180528,2.85291836,2.72385231,-0.050264,SN Ia,0.9100,0.674742
SIM05007,39.199428,1.48245415,1.54774358,0.046794,SN II,0.5800,0.678102
SIM05008,10.794751,0.29856140,0.26939016,-0.111630,SN II,0.5800,0.669430
SIM05009,29.854848,3.21960200,2.58507644,-0.238322,SN II,0.5800,0.669453
SIM05010,27.890429,1.07457093,1.16560888,0.088294,SN II,0.5800,0.523291
SIM05011,22.277367,2.46089586,2.70907643,0.104320,SN Ia,0.9100,0.644414
SIM05012,6.683664,0.76678437,0.60761863,-0.252605,SN II,0.5800,0.692248
SIM05013,43.799213,1.00946309,1.24057629,0.223833,SN II,0.5800,0.541451
SIM05014,24.510065,3.37615636,3.66900206,0.090314,SN Ia,0.9100,0.917252
SIM05015,43.739863,2.58835212,2.01087994,-0.274093,SN II,0.5800,0.533502
SIM05016,31.748940,2.28011652,2.59929676,0.142247,SN II,0.5800,0.629862
SIM05017,19.333185,2.08164920,2.58942894,0.236991,SN Ia,0.9100,0.693707
SIM05018,31.396133,2.79396987,3.30162183,0.181264,SN II,0.5800,0.978198
SIM05019,4.188507,0.30601343,0.22110690,-0.352845,SN II,0.5800,0.743884
SIM05020,28.796196,1.16570399,1.22369004,0.052708,SN II,0.5800,0.953855
SIM05021,13.687978,1.24037803,1.01156819,-0.221397,SN II,0.5800,0.807816
SIM05022,3.755165,0.22169496,0.24594491,0.112705,SN II,0.5800,0.983289
SIM05023,12.485444,1.26831298,1.04490972,-0.210369,SN II,0.5800,0.716349
SIM05024,31.805814,2.13318286,1.97586420,-0.083177,SN II,0.5800,0.503784
SIM05025,20.615774,0.82813316,1.03146160,0.238382,SN Ia,0.9100,0.950658
SIM05026,8.608995,0.77860014,0.75370926,-0.035277,SN II,0.5800,0.564286
SIM05027,1.029280,0.03827258,0.04248290,0.113316,kilonova,0.7200,0.662382
SIM05028,22.350730,2.84553624,2.32978224,-0.217122,SN II,0.5800,0.030905
SIM05029,42.796406,1.95706160,2.45059580,0.244168,SN II,0.5800,0.312913
SIM05030,31.357741,2.79223405,2.81890820,0.010323,SN II,0.5800,0.553855
SIM05031,24.403454,1.44819432,1.55466713,0.077026,SN Ia,0.9100,0.093988
SIM05032,28.424663,4.46924320,3.84501035,-0.163341,SN II,0.5800,0.558262
SIM05033,16.796852,0.90722446,0.91319627,0.007123,SN Ia,0.9100,0.138238
SIM05034,10.390356,2.12820892,2.83590730,0.311694,SN II,0.5800,0.794645
SIM05035,19.870175,0.63249952,0.74406404,0.176375,SN Ia,0.9100,0.959263
SIM05036,37.898045,3.87400949,4.81552031,0.236206,AGN flare,0.6700,0.632999
SIM05037,38.578754,2.60266890,3.23092946,0.234771,SN II,0.5800,0.515892
SIM05038,36.609745,2.83354781,3.29451101,0.163651,SN II,0.5800,0.739757
SIM05039,29.120312,1.12238031,1.14279607,0.019572,SN II,0.5800,0.739842
SIM05040,34.142614,6.98027275,7.26793681,0.043847,AGN flare,0.6700,0.316066
SIM05041,24.308713,3.47442943,2.90679532,-0.193673,SN Ia,0.9100,0.889958
SIM05042,42.635720,6.36560754,8.05385505,0.255410,AGN flare,0.6700,0.610931
SIM05043,30.561242,5.15727412,4.56509994,-0.132425,AGN flare,0.6700,0.781985
SIM05044,31.713078,1.28422935,0.96653492,-0.308563,SN II,0.5800,0.879506
SIM05045,31.992671,5.02753287,4.67075864,-0.079919,AGN flare,0.6700,0.424679
SIM05046,18.195576,1.39477375,1.38212619,-0.009890,SN Ia,0.9100,0.156058
SIM05047,7.183974,1.38211965,1.00685126,-0.343951,SN II,0.5800,0.256978
SIM05048,23.429937,3.84321817,4.02695470,0.050704,SN Ia,0.9100,0.311258
SIM05049,27.140419,4.75038006,3.64827860,-0.286601,SN II,0.5800,0.985419
SIM05050,18.243061,1.32479208,1.03722865,-0.265683,SN II,0.5800,0.200599
SIM05051,41.766056,2.95133250,3.71170515,0.248888,SN II,0.5800,0.236100
SIM05052,40.925837,1.41134938,1.96288207,0.358149,SN II,0.5800,0.309841
SIM05053,38.370106,4.13438660,5.60167877,0.329768,AGN flare,0.6700,0.814113
SIM05054,11.595303,1.48675903,1.68585719,0.136450,SN II,0.5800,0.796912
SIM05055,12.724498,0.65502323,0.52501048,-0.240222,SN II,0.5800,0.988176
SIM05056,37.957382,1.01400011,0.77782593,-0.287889,SN II,0.5800,0.641283
SIM05057,34.585859,2.47197133,2.19707749,-0.127995,SN II,0.5800,0.237189
SIM05058,24.928043,2.08435011,2.58039051,0.231787,SN Ia,0.9100,0.395220
SIM05059,41.625169,5.06950410,3.68984169,-0.344894,AGN flare,0.6700,0.563360
SIM05060,14.788381,2.96152175,3.70641566,0.243598,SN Ia,0.9100,0.228631
SIM05061,12.088287,0.86322035,0.92733485,0.077787,SN Ia,0.9100,0.459469
SIM05062,43.513998,4.27861336,3.84912813,-0.114852,AGN flare,0.6700,0.741438
SIM05063,2.242729,0.12586947,0.09798032,-0.271954,kilonova,0.7200,0.865703
SIM05064,12.878551,1.16800611,1.11752378,-0.047971,SN Ia,0.9100,0.931216
SIM05065,20.922595,1.18185068,1.60054063,0.329260,SN Ia,0.9100,0.509210
SIM05066,44.647319,1.66806412,1.81606308,0.092295,SN II,0.5800,0.889846
SIM05067,37.777799,2.21958338,2.30904761,0.042904,SN II,0.5800,0.509307
SIM05068,33.274739,1.82284577,2.16257103,0.185551,SN II,0.5800,0.008535
SIM05069,20.844694,4.03904291,5.63438084,0.361419,SN Ia,0.9100,0.746187
SIM05070,27.506450,6.01784098,4.56174112,-0.300775,SN II,0.5800,0.512624
SIM05071,3.246285,0.11836223,0.15964882,0.324881,SN II,0.5800,0.113349
SIM05072,31.648491,6.76941748,7.87618968,0.164412,AGN flare,0.6700,0.733877
SIM05073,27.901609,2.56729911,2.54821827,-0.008100,SN II,0.5800,0.346854
SIM05074,44.193238,3.67002946,3.01549432,-0.213278,SN II,0.5800,0.564868
SIM05075,11.994267,2.92594821,3.64448153,0.238423,SN II,0.5800,0.343488
